Created,9/10/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revised,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,State,Disability,Age 3,Age 4,Age 5,Age 3 to 5,"Hispanic/Latino 
Age 3 to 5 
","American Indian or
Alaska Native 
Age 3 to 5 
","Asian 
Age 3 to 5 
","Black or 
African American
Age 3 to 5 
","Native Hawaiian 
or Other Pacific Islander
Age 3 to 5 
","White
Age 3 to 5 
","Two or more races
Age 3 to 5 
","Age 3-5
 R/E
total ",Age 6,Age 7,Age 8,Age 9,Age 10,Age 11,Age 6 to 11,Age 12,Age 13,Age 14,Age 15,Age 16,Age 17,Age 6 to 17,Age 12 to 17,Age 18,Age 19,Age 20,Age 21,Age 18 to 21,Age 14 to 21,Age 6 to 21,Age 3 to 21,"Hispanic/Latino
Age 6 to 21
","

American Indian 
or Alaska Native 
Age 6 to 21 
","Asian 
Age 6 to 21 
","Black or 
African American
Age 6 to 21 
","Native Hawaiian 
or Other Pacific Islander
Age 6 to 21
","White
Age 6 to 21
","Two or more races
Age 6 to 21 
","Age 6 to 21
 R/E
total "
2011,Arizona                                                ,Developmental delay                ,"2,188","3,331","2,021","7,540","3,390",523,148,323,14,"2,991",151,"7,540","1,612",569,206,77,         -,         -,"2,464",         -,         -,         -,         -,         -,         -,"2,464",         -,         -,         -,         -,         -,         -,         -,"2,464","10,004","1,179",190,32,159,7,852,45,"2,464"
2011,Arizona                                                ,All disabilities                   ,"3,600","5,617","6,018","15,235","6,540",908,294,616,33,"6,536",308,"15,235","7,609","8,267","8,870","9,751","10,142","10,114","54,753","9,670","9,194","8,889","8,446","7,987","7,440","106,379","51,626","3,592","1,080",577,335,"5,584","38,346","111,963","127,198","46,699","7,520","1,488","7,547",194,"47,007","1,508","111,963"
2011,Arkansas                                               ,Intellectual disabilities             ,         -,         -,95,95,14,0,0,23,         x,53,         x,95,193,279,333,393,402,454,"2,054",490,512,474,521,508,609,"5,168","3,114",379,92,         x,         x,494,"2,606","5,662","5,757",438,31,20,"2,173",31,"2,909",60,"5,662"
2011,Arkansas                                               ,Hearing impairments                ,         x,21,         x,41,         x,0,         x,6,0,30,0,41,29,38,39,48,43,43,240,44,37,35,33,43,48,480,240,33,         x,         x,0,45,204,525,566,76,         x,10,101,10,323,         x,525
2011,Arkansas                                               ,Speech or language impairments     ,655,"1,296","2,567","4,518",283,         x,36,879,         x,"3,184",110,"4,518","3,042","2,672","2,029","1,553","1,173",798,"11,267",496,329,215,149,96,88,"12,640","1,373",48,         x,         x,         x,54,602,"12,694","17,212","1,243",90,151,"2,659",30,"8,262",259,"12,694"
2011,Arkansas                                               ,Visual impairments                 ,         x,         x,10,16,         x,0,         x,         x,0,         x,         x,16,15,20,         x,12,         x,19,86,         x,         x,15,         x,18,19,187,101,         x,         x,0,0,15,82,202,218,13,0,         x,54,0,131,         x,202
2011,Arkansas                                               ,Emotional disturbance              ,         -,         -,6,6,0,0,0,0,0,6,0,6,11,20,21,40,53,62,207,73,65,95,81,89,84,694,487,34,         x,         x,0,42,391,736,742,32,         x,         x,139,0,537,20,736
2011,Arkansas                                               ,Orthopedic impairments             ,         x,         x,16,27,0,0,0,0,0,27,0,27,         x,13,21,17,21,         x,         x,15,         x,         x,25,17,13,         x,95,         x,0,0,0,         x,         x,199,226,14,         x,         x,         x,0,146,         x,199
2011,Arkansas                                               ,Other health impairments           ,8,18,100,126,         x,0,0,22,0,90,         x,126,215,358,523,653,726,846,"3,321",888,855,864,828,770,736,"8,262","4,941",348,53,7,0,408,"3,606","8,670","8,796",318,79,21,"1,970",9,"6,134",139,"8,670"
2011,Arkansas                                               ,Specific learning disabilities     ,         -,         -,71,71,5,         x,         x,22,0,40,         x,71,162,383,708,"1,155","1,469","1,667","5,544","1,745","1,909","1,818","2,017","1,930","2,016","16,979","11,435","1,196",178,24,0,"1,398","9,179","18,377","18,448","1,665",161,57,"4,770",55,"11,426",243,"18,377"
2011,Arkansas                                               ,Deaf-blindness                     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,         x,0,         x,         x,0,0,         x,0,0,         x,         x,         x,0,0,0,         x,         x,6,6,         x,0,0,         x,0,         x,0,6
2011,Arkansas                                               ,Multiple disabilities              ,16,42,65,123,7,0,         x,35,0,79,         x,123,83,107,99,117,95,121,622,106,109,105,88,102,111,"1,243",621,52,27,         x,         x,101,507,"1,344","1,467",100,         x,15,333,         x,873,15,"1,344"
2011,Arkansas                                               ,Autism                             ,34,66,190,290,24,         x,         x,47,0,204,9,290,247,264,306,317,289,215,"1,638",237,228,211,204,158,156,"2,832","1,194",68,17,         x,         x,98,827,"2,930","3,220",199,         x,53,375,         x,"2,215",59,"2,930"
2011,Arkansas                                               ,Traumatic brain injury             ,         x,         x,         x,7,0,0,0,         x,0,         x,0,7,         x,5,         x,10,         x,         x,         x,15,         x,         x,26,17,17,         x,         x,19,         x,         x,         x,         x,         x,170,177,         x,         x,0,47,0,         x,         x,170
2011,Arkansas                                               ,Developmental delay                ,"2,562","3,835","1,558","7,955",803,13,45,"2,642",14,"4,276",162,"7,955",         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,"7,955",         -,         -,         -,         -,         -,         -,         -,         -
2011,Arkansas                                               ,All disabilities                   ,"3,285","5,293","4,697","13,275","1,151",33,90,"3,685",23,"7,999",294,"13,275","4,015","4,159","4,094","4,315","4,291","4,250","25,124","4,121","4,091","3,852","3,989","3,748","3,897","48,822","23,698","2,202",393,90,8,"2,693","18,179","51,515","64,790","4,109",403,334,"12,652",145,"33,064",808,"51,515"
2011,BIE schools                                            ,Intellectual disabilities             ,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -
2011,BIE schools                                            ,Hearing impairments                ,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -
2011,BIE schools                                            ,Speech or language impairments     ,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -
2011,BIE schools                                            ,Visual impairments                 ,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -
2011,BIE schools                                            ,Emotional disturbance              ,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -
2011,BIE schools                                            ,Orthopedic impairments             ,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -
2011,BIE schools                                            ,Other health impairments           ,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -
2011,BIE schools                                            ,Specific learning disabilities     ,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -
2011,BIE schools                                            ,Deaf-blindness                     ,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -
2011,BIE schools                                            ,Multiple disabilities              ,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -
2011,BIE schools                                            ,Autism                             ,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -
2011,BIE schools                                            ,Traumatic brain injury             ,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -
2011,BIE schools                                            ,Developmental delay                ,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -
2011,BIE schools                                            ,All disabilities                   ,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -
